inverter_id,avg_daily_yield
Et9kgGMDl729KT4,2370.691481163509
LYwnQax7tkwH5Cb,2580.383195079051
81aHJ1q11NBPMrL,2658.8730536048547
rrq4fwE8jgrTyWY,2705.3056498518245
